price,mrp,star_rating,off,brand,number_of_ratings,number_of_review,IS_Touchscreen,processor,Ram_GB,memory_,ssd_type,warranty_year,Operating_system,bit_type,generation,display_category,display_inch
164990,229990,4.2,0.31,MSI,72,9,0,Other Intel processors,16, DDR5 ,512,1,Windows 11,0,10 Gen,Large,16.0
164990,229990,4.2,0.31,MSI,72,9,0,Intel Core Ultra,16, DDR5 ,0,2,Windows 11,1,10 Gen,Large,16.0
164990,229990,4.2,0.31,MSI,72,9,1,Intel Core Ultra,16, LPDDR5X ,0,1,Windows 11,0,10 Gen,Medium,14.0
164990,229990,4.2,0.31,MSI,72,9,0,Intel Core Ultra,16, LPDDR5X ,0,1,Windows 11,0,10 Gen,Large,16.0
164990,229990,4.2,0.31,MSI,72,9,0,Intel Core i5,8, DDR4 ,512,1,Windows 11,0,11 Gen,Medium,14.0
164990,229990,4.2,0.31,MSI,72,9,0,AMD Ryzen 5,16, DDR4 ,512,1,Windows 11,1,10 Gen,Large,15.6
164990,229990,4.2,0.31,MSI,72,9,0,Other Intel processors,8, DDR4 ,256,1,Windows 11,0,10 Gen,Medium,14.0
164990,229990,4.2,0.31,MSI,72,9,0,Intel Core i5,16, DDR4 ,512,1,Windows 11,0,11 Gen,Medium,14.0
164990,229990,4.2,0.31,MSI,72,9,0,Intel Core Ultra,16, LPDDR5X ,0,1,Windows 11,0,10 Gen,Medium,14.0
164990,229990,4.2,0.31,MSI,72,9,0,Intel Core i7,16, DDR5 ,512,1,Windows 11,0,11 Gen,Medium,14.0
164990,229990,4.2,0.31,MSI,72,9,0,AMD Ryzen 5,12, DDR5 ,512,1,Windows 11,0,10 Gen,Large,15.6
164990,229990,4.2,0.31,MSI,72,9,0,Intel Core i7,4, DDR5 ,512,1,Windows 11,0,11 Gen,Large,15.6
164990,229990,4.2,0.31,MSI,72,9,0,Intel Core i5,16, LPDDR5X ,0,1,Windows 11,0,11 Gen,Medium,14.0
164990,229990,4.2,0.31,MSI,72,9,1,Intel Core Ultra,32, LPDDR5X ,0,1,Windows 11,0,10 Gen,Medium,14.0
164990,229990,4.2,0.31,MSI,72,9,0,AMD Ryzen 3,8, LPDDR5 ,512,1,Windows 11,1,10 Gen,Medium,14.0
164990,229990,4.2,0.31,MSI,72,9,0,Intel Core i7,16, DDR5 ,0,2,Windows 11,0,11 Gen,Large,16.0
130190,174890,4.0,0.25,Lenovo,4,0,0,Intel Core i5,8, DDR4 ,512,1,Windows 11,0,12 Gen,Large,15.6
130190,174890,4.0,0.25,Lenovo,4,0,0,Intel Core i3,8, DDR4 ,256,1,Windows 11,0,12 Gen,Large,15.6
130190,174890,4.0,0.25,Lenovo,4,0,0,Intel Core i7,16, DDR4 ,512,2,Windows 11,0,11 Gen,Large,15.6
130190,174890,4.0,0.25,Lenovo,4,0,0,Intel Core i3,8, DDR4 ,0,1,Windows 11,1,12 Gen,Large,15.6
130190,174890,4.0,0.25,Lenovo,4,0,0,Intel Core Ultra,16, DDR5 ,512,1,Windows 11,0,10 Gen,Medium,14.0
130190,174890,4.0,0.25,Lenovo,4,0,0,Others,16, LPDDR5X ,512,1,Windows 11,0,10 Gen,Medium,13.3
130190,174890,4.0,0.25,Lenovo,4,0,0,AMD Ryzen 5,8, LPDDR5 ,512,1,Windows 11,0,10 Gen,Medium,14.0
130190,174890,4.0,0.25,Lenovo,4,0,0,Others,4, LPDDR4 ,0,1,other,1,10 Gen,Medium,0.0
130190,174890,4.0,0.25,Lenovo,4,0,0,Intel Core i3,16, DDR4 ,512,1,Windows 11,1,11 Gen,Medium,14.0
130190,174890,4.0,0.25,Lenovo,4,0,0,Intel Core i3,8, DDR4 ,512,1,Windows 11,0,11 Gen,Large,15.6
130190,174890,4.0,0.25,Lenovo,4,0,0,AMD Ryzen 3,8, DDR4 ,512,1,Windows 11,1,10 Gen,Large,15.6
130190,174890,4.0,0.25,Lenovo,4,0,1,Intel Core i5,16, LPDDR4X ,512,1,Windows 11,1,12 Gen,Medium,33.78
130190,174890,4.0,0.25,Lenovo,4,0,0,Intel Core i5,8, DDR4 ,512,1,Windows 11,1,12 Gen,Large,15.6
130190,174890,4.0,0.25,Lenovo,4,0,0,AMD Ryzen 5,8, DDR4 ,512,1,Windows 11,1,10 Gen,Large,15.6
130190,174890,4.0,0.25,Lenovo,4,0,0,Intel Core i5,8, DDR4 ,512,1,Windows 11,0,12 Gen,Medium,14.1
130190,174890,4.0,0.25,Lenovo,4,0,0,AMD Ryzen 3,8, DDR4 ,512,1,Windows 11,0,10 Gen,Large,15.6
130190,174890,4.0,0.25,Lenovo,4,0,0,Intel Core i5,8, DDR4 ,512,1,Windows 11,1,11 Gen,Large,15.6
130190,174890,4.0,0.25,Lenovo,4,0,0,Intel Core Ultra,16, DDR5 ,0,2,Windows 11,0,10 Gen,Large,15.6
130190,174890,4.0,0.25,Lenovo,4,0,0,Intel Core i7,16, LPDDR5 ,512,1,Windows 11,0,11 Gen,Large,15.6
130190,174890,4.0,0.25,Lenovo,4,0,0,AMD Ryzen 7,16, DDR5 ,512,1,Windows 11,0,10 Gen,Large,15.6
130190,174890,4.0,0.25,Lenovo,4,0,0,AMD Ryzen 7,16, LPDDR4X ,0,1,Windows 11,0,10 Gen,Medium,14.0
130190,174890,4.0,0.25,Lenovo,4,0,0,AMD Ryzen 5,16, LPDDR5 ,512,1,Windows 11,0,10 Gen,Medium,13.3
130190,174890,4.0,0.25,Lenovo,4,0,1,Others,8, LPDDR4X ,256,1,other,1,10 Gen,Medium,13.3
35990,50990,4.3,0.29,ASUS,638,57,0,Intel Core i5,16, DDR5 ,512,1,Windows 11,1,11 Gen,Large,16.0
35990,50990,4.3,0.29,ASUS,638,57,0,Intel Core i5,16, LPDDR4X ,512,1,Windows 11,1,11 Gen,Large,15.6
35990,50990,4.3,0.29,ASUS,638,57,0,Others,4, LPDDR4 ,0,1,other,1,10 Gen,Medium,0.0
35990,50990,4.3,0.29,ASUS,638,57,0,Intel Core i5,8, DDR4 ,512,1,Windows 11,0,12 Gen,Large,15.6
35990,50990,4.3,0.29,ASUS,638,57,0,Others,0,LPDDR4X,0,1,other,0,10 Gen,Medium,0.0
35990,50990,4.3,0.29,ASUS,638,57,0,AMD Ryzen 7,4, DDR5 ,512,1,Windows 11,0,10 Gen,Large,15.6
35990,50990,4.3,0.29,ASUS,638,57,1,Intel Core i7,16, LPDDR5 ,0,1,Windows 11,0,12 Gen,Medium,14.0
35990,50990,4.3,0.29,ASUS,638,57,1,Intel Core Ultra,32, LPDDR5X ,0,1,Windows 11,1,10 Gen,Medium,14.0
35990,50990,4.3,0.29,ASUS,638,57,0,Intel Core i5,16, DDR5 ,512,1,Windows 11,0,12 Gen,Large,15.6
35990,50990,4.3,0.29,ASUS,638,57,1,Intel Core Ultra,16, LPDDR5X ,0,1,Windows 11,0,10 Gen,Medium,14.0
35990,50990,4.3,0.29,ASUS,638,57,0,Intel Core Ultra,16, DDR5 ,512,1,Windows 11,0,10 Gen,Large,15.6
35990,50990,4.3,0.29,ASUS,638,57,0,Intel Core i7,16, DDR5 ,512,1,Windows 11,1,11 Gen,Large,16.0
35990,50990,4.3,0.29,ASUS,638,57,0,Intel Core i3,8, DDR4 ,512,1,other,0,12 Gen,Large,15.6
35990,50990,4.3,0.29,ASUS,638,57,0,Intel Core i5,16, DDR5 ,512,1,Windows 11,0,11 Gen,Medium,15.6
35990,50990,4.3,0.29,ASUS,638,57,0,Intel Core Ultra,16, LPDDR5X ,0,1,Windows 11,0,10 Gen,Large,16.0
35990,50990,4.3,0.29,ASUS,638,57,0,AMD Ryzen 5,8, DDR4 ,512,1,Windows 10,1,10 Gen,Medium,14.0
35990,50990,4.3,0.29,ASUS,638,57,0,AMD Ryzen 7,16, DDR5 ,0,1,Windows 11,0,10 Gen,Large,16.1
35990,50990,4.3,0.29,ASUS,638,57,0,Intel Core Ultra,16, LPDDR5X ,0,1,Windows 11,0,10 Gen,Medium,14.0
35990,50990,4.3,0.29,ASUS,638,57,0,Intel Core i7,16, DDR5 ,512,1,Windows 11,0,11 Gen,Medium,14.0
35990,50990,4.3,0.29,ASUS,638,57,0,Intel Core i5,8, LPDDR4X ,512,1,Windows 11,0,11 Gen,Medium,14.0
35990,50990,4.3,0.29,ASUS,638,57,0,AMD Ryzen 5,16, DDR4 ,0,1,Windows 11,0,10 Gen,Large,15.6
35990,50990,4.3,0.29,ASUS,638,57,1,Intel Core Ultra,16, LPDDR5X ,512,1,Windows 11,0,10 Gen,Medium,14.0
35990,50990,4.3,0.29,ASUS,638,57,0,Intel Core i3,8, DDR4 ,256,1,Windows 11,1,11 Gen,Medium,14.0
64990,106990,4.5,0.39,MSI,21,4,0,Others,0,LPDDR4X,0,1,other,0,10 Gen,Medium,0.0
64990,106990,4.5,0.39,MSI,21,4,0,AMD Ryzen 7,4, DDR5 ,512,1,Windows 11,0,10 Gen,Large,15.6
64990,106990,4.5,0.39,MSI,21,4,0,Intel Core i7,32, LPDDR4X ,512,1,Windows 11,0,10 Gen,Medium,14.0
64990,106990,4.5,0.39,MSI,21,4,0,Intel Core i7,16, DDR4 ,0,1,Windows 11,0,12 Gen,Large,16.0
64990,106990,4.5,0.39,MSI,21,4,0,Intel Core i5,16, DDR5 ,512,1,Windows 11,0,12 Gen,Large,15.6
64990,106990,4.5,0.39,MSI,21,4,1,Intel Core Ultra,16, LPDDR5X ,0,1,Windows 11,0,10 Gen,Medium,14.0
64990,106990,4.5,0.39,MSI,21,4,0,Intel Core i5,16, DDR5 ,512,1,Windows 11,0,11 Gen,Large,15.6
64990,106990,4.5,0.39,MSI,21,4,0,Others,16, LPDDR5X ,512,1,Windows 11,0,10 Gen,Medium,14.0
64990,106990,4.5,0.39,MSI,21,4,0,AMD Ryzen 3,8, LPDDR5 ,256,1,Windows 11,0,10 Gen,Large,15.6
64990,106990,4.5,0.39,MSI,21,4,0,Intel Core Ultra,16, LPDDR5 ,512,1,Windows 11,0,10 Gen,Large,16.0
64990,106990,4.5,0.39,MSI,21,4,0,Intel Core i5,16, DDR5 ,512,1,Windows 11,0,11 Gen,Medium,15.6
64990,106990,4.5,0.39,MSI,21,4,0,Intel Core Ultra,16, LPDDR5X ,0,1,Windows 11,0,10 Gen,Large,16.0
64990,106990,4.5,0.39,MSI,21,4,0,AMD Ryzen 7,16, DDR4 ,512,1,Windows 11,1,10 Gen,Medium,14.0
64990,106990,4.5,0.39,MSI,21,4,0,Intel Core i5,16, LPDDR5 ,0,1,Windows 11,0,11 Gen,Medium,14.0
64990,106990,4.5,0.39,MSI,21,4,0,Intel Core Ultra,16, LPDDR5X ,0,1,Windows 11,0,10 Gen,Medium,14.0
64990,106990,4.5,0.39,MSI,21,4,0,Intel Core i7,16, DDR5 ,512,1,Windows 11,0,11 Gen,Medium,14.0
64990,106990,4.5,0.39,MSI,21,4,0,Others,16, DDR5 ,0,1,Windows 11,0,10 Gen,Large,16.0
64990,106990,4.5,0.39,MSI,21,4,1,Intel Core i7,16, DDR4X ,0,1,Windows 11,0,11 Gen,Medium,13.3
64990,106990,4.5,0.39,MSI,21,4,0,AMD Ryzen 5,8, DDR4 ,512,1,Windows 11,1,10 Gen,Medium,14.0
64990,106990,4.5,0.39,MSI,21,4,0,AMD Ryzen 3,8, DDR5 ,512,1,Windows 11,0,10 Gen,Large,15.6
64990,106990,4.5,0.39,MSI,21,4,0,Intel Core i5,16, LPDDR5X ,0,1,Windows 11,0,11 Gen,Medium,14.0
64990,106990,4.5,0.39,MSI,21,4,1,Intel Core Ultra,32, LPDDR5X ,0,1,Windows 11,0,10 Gen,Medium,14.0
64990,106990,4.5,0.39,MSI,21,4,0,Intel Core Ultra,16, DDR5 ,512,1,Windows 11,0,10 Gen,Medium,14.0
64990,106990,4.5,0.39,MSI,21,4,0,Intel Core i5,16, DDR4 ,0,1,Windows 11,0,11 Gen,Medium,14.0
84990,107990,4.4,0.21,MSI,33,6,0,Others,0,LPDDR4X,0,1,other,0,10 Gen,Medium,0.0
84990,107990,4.4,0.21,MSI,33,6,0,Intel Core i5,16, DDR5 ,512,1,Windows 11,0,11 Gen,Medium,15.6
84990,107990,4.4,0.21,MSI,33,6,0,Intel Core i5,8, DDR4 ,512,1,Windows 10,1,11 Gen,Large,15.6
84990,107990,4.4,0.21,MSI,33,6,0,Intel Core i5,16, DDR4 ,256,1,Windows 11,1,11 Gen,Large,15.6
84990,107990,4.4,0.21,MSI,33,6,0,Other Intel processors,8, LPDDR4X ,0,1,other,0,10 Gen,Medium,0.0
84990,107990,4.4,0.21,MSI,33,6,0,AMD Ryzen 5,8, DDR4 ,512,1,Windows 11,1,10 Gen,Large,15.6
84990,107990,4.4,0.21,MSI,33,6,0,AMD Ryzen 7,4, DDR5 ,512,1,Windows 11,0,10 Gen,Large,15.6
84990,107990,4.4,0.21,MSI,33,6,0,Intel Core i5,16, DDR5 ,512,1,Windows 11,0,12 Gen,Large,15.6
84990,107990,4.4,0.21,MSI,33,6,0,Intel Core i5,16, DDR4 ,512,1,Windows 11,0,11 Gen,Large,15.6
84990,107990,4.4,0.21,MSI,33,6,0,Others,8, DDR4 ,512,1,Windows 11,1,10 Gen,Large,15.6
84990,107990,4.4,0.21,MSI,33,6,1,Intel Core Ultra,16, LPDDR5X ,0,1,Windows 11,0,10 Gen,Medium,14.0
84990,107990,4.4,0.21,MSI,33,6,0,Intel Core Ultra,16, LPDDR5X ,0,1,Windows 11,0,10 Gen,Large,16.0
84990,107990,4.4,0.21,MSI,33,6,0,Intel Core i3,16, DDR4 ,512,1,Windows 11,0,11 Gen,Large,15.6
84990,107990,4.4,0.21,MSI,33,6,0,Intel Core i3,32, DDR4 ,512,1,Windows 11,1,12 Gen,Medium,14.0
84990,107990,4.4,0.21,MSI,33,6,0,Intel Core i3,8, DDR4 ,512,1,Windows 11,0,11 Gen,Large,15.6
84990,107990,4.4,0.21,MSI,33,6,0,AMD Ryzen 3,8, DDR4 ,512,1,Windows 11,1,10 Gen,Medium,14.0
84990,107990,4.4,0.21,MSI,33,6,0,Intel Core Ultra,16, LPDDR5X ,0,1,Windows 11,0,10 Gen,Medium,14.0
84990,107990,4.4,0.21,MSI,33,6,0,Intel Core i7,16, DDR5 ,512,1,Windows 11,0,11 Gen,Medium,14.0
84990,107990,4.4,0.21,MSI,33,6,0,Intel Core i5,8, DDR4 ,512,1,Windows 11,0,11 Gen,Large,15.6
84990,107990,4.4,0.21,MSI,33,6,0,Intel Core i5,16, LPDDR5X ,0,1,Windows 11,0,11 Gen,Medium,14.0
84990,107990,4.4,0.21,MSI,33,6,1,Intel Core Ultra,32, LPDDR5X ,0,1,Windows 11,0,10 Gen,Medium,14.0
84990,107990,4.4,0.21,MSI,33,6,0,Intel Core i3,8, DDR4 ,512,1,Windows 11,1,12 Gen,Large,15.6
84990,107990,4.4,0.21,MSI,33,6,0,Intel Core i7,8, DDR4 ,512,2,Windows 11,0,12 Gen,Large,15.6
130190,174890,4.0,0.25,Lenovo,4,0,0,Intel Core i3,8, DDR4 ,512,1,Windows 11,0,12 Gen,Medium,14.0
130190,174890,4.0,0.25,Lenovo,4,0,0,AMD Ryzen 5,16, DDR5 ,512,2,Windows 11,0,10 Gen,Large,15.6
130190,174890,4.0,0.25,Lenovo,4,0,0,AMD Ryzen 7,16, DDR5 ,512,1,Windows 11,0,10 Gen,Large,16.1
130190,174890,4.0,0.25,Lenovo,4,0,0,Intel Core i5,16, DDR4 ,512,1,Windows 11,0,11 Gen,Large,15.6
130190,174890,4.0,0.25,Lenovo,4,0,0,AMD Ryzen 5,8, DDR4 ,512,1,Windows 11,1,10 Gen,Medium,14.0
130190,174890,4.0,0.25,Lenovo,4,0,0,AMD Ryzen 7,16, DDR4 ,0,1,Windows 11,0,10 Gen,Large,15.6
130190,174890,4.0,0.25,Lenovo,4,0,0,Others,16, LPDDR5X ,0,1,Windows 11,0,10 Gen,Medium,14.0
130190,174890,4.0,0.25,Lenovo,4,0,0,Intel Core i5,16, DDR4 ,0,1,Windows 11,0,11 Gen,Large,15.6
130190,174890,4.0,0.25,Lenovo,4,0,0,Intel Core i7,16, DDR5 ,0,1,Windows 11,0,14 Gen,Large,16.0
130190,174890,4.0,0.25,Lenovo,4,0,0,AMD Ryzen 5,16, DDR4 ,512,1,Windows 11,0,10 Gen,Medium,14.0
66790,90490,4.4,0.26,Lenovo,605,50,0,Others,16, DDR5 ,512,1,Windows 11,0,10 Gen,Large,15.6
66790,90490,4.4,0.26,Lenovo,605,50,0,Others,0,,0,1,other,0,10 Gen,Medium,0.0
66790,90490,4.4,0.26,Lenovo,605,50,0,Others,0,LPDDR4X,0,1,other,0,10 Gen,Medium,0.0
66790,90490,4.4,0.26,Lenovo,605,50,0,Intel Core i5,16, DDR5 ,512,1,Windows 11,0,12 Gen,Large,15.6
66790,90490,4.4,0.26,Lenovo,605,50,0,Intel Core i5,16, LPDDR4X ,512,1,Windows 11,0,12 Gen,Medium,14.0
66790,90490,4.4,0.26,Lenovo,605,50,0,Intel Core i7,16, DDR5 ,0,1,Windows 11,0,11 Gen,Large,15.6
66790,90490,4.4,0.26,Lenovo,605,50,0,Intel Core i5,16, DDR4 ,512,1,Windows 11,0,12 Gen,Large,15.6
66790,90490,4.4,0.26,Lenovo,605,50,1,Others,4, LPDDR5X ,0,1,Windows 11,0,10 Gen,Large,16.0
66790,90490,4.4,0.26,Lenovo,605,50,0,AMD Ryzen 7,4, DDR5 ,512,1,Windows 11,0,10 Gen,Large,15.6
66790,90490,4.4,0.26,Lenovo,605,50,1,Intel Core Ultra,16, LPDDR5X ,0,1,Windows 11,0,10 Gen,Medium,14.0
66790,90490,4.4,0.26,Lenovo,605,50,0,Intel Core i3,16, DDR4 ,512,1,Windows 11,0,12 Gen,Large,15.6
66790,90490,4.4,0.26,Lenovo,605,50,0,AMD Ryzen 5,8, DDR4 ,256,1,Windows 11,1,10 Gen,Large,15.6
66790,90490,4.4,0.26,Lenovo,605,50,0,Intel Core i5,16, DDR5 ,512,1,Windows 11,0,11 Gen,Medium,15.6
66790,90490,4.4,0.26,Lenovo,605,50,0,Intel Core Ultra,16, LPDDR5X ,0,1,Windows 11,0,10 Gen,Large,16.0
66790,90490,4.4,0.26,Lenovo,605,50,1,Intel Core Ultra,32, LPDDR5X ,0,1,Windows 11,0,10 Gen,Medium,14.0
66790,90490,4.4,0.26,Lenovo,605,50,0,Intel Core i3,8, DDR4 ,512,1,Windows 11,0,12 Gen,Large,15.6
66790,90490,4.4,0.26,Lenovo,605,50,0,AMD Ryzen 5,8, DDR4 ,512,1,Windows 10,1,10 Gen,Medium,14.0
66790,90490,4.4,0.26,Lenovo,605,50,0,Intel Core i5,16, DDR5 ,512,1,Windows 11,1,11 Gen,Large,15.6
66790,90490,4.4,0.26,Lenovo,605,50,0,Intel Core Ultra,16, LPDDR5X ,0,1,Windows 11,0,10 Gen,Medium,14.0
66790,90490,4.4,0.26,Lenovo,605,50,0,Intel Core i7,16, DDR5 ,512,1,Windows 11,0,11 Gen,Medium,14.0
66790,90490,4.4,0.26,Lenovo,605,50,0,Intel Core i3,16, DDR4 ,512,1,Windows 11,1,12 Gen,Large,15.6
66790,90490,4.4,0.26,Lenovo,605,50,0,Intel Core i3,8, DDR4 ,512,1,Windows 11,0,10 Gen,Large,15.6
66790,90490,4.4,0.26,Lenovo,605,50,0,Intel Core i5,16, LPDDR5X ,0,1,Windows 11,0,11 Gen,Medium,14.0
66790,90490,4.4,0.26,Lenovo,605,50,0,AMD Ryzen 5,4, DDR5 ,512,1,Windows 11,0,10 Gen,Large,15.6
28490,49990,4.4,0.19,HP,15,5,0,AMD Ryzen 3,8, DDR4 ,256,1,Windows 11,1,10 Gen,Large,15.6
28490,49990,4.4,0.19,HP,15,5,0,Intel Core i5,8, DDR4 ,512,1,Windows 11,1,12 Gen,Large,15.6
28490,49990,4.4,0.19,HP,15,5,0,Intel Core i3,8, DDR4 ,512,1,Windows 11,1,11 Gen,Large,15.6
28490,49990,4.4,0.19,HP,15,5,0,Intel Core i3,8, DDR4 ,512,1,Windows 11,1,12 Gen,Medium,14.0
28490,49990,4.4,0.19,HP,15,5,0,Others,0,LPDDR4X,0,1,other,0,10 Gen,Medium,0.0
28490,49990,4.4,0.19,HP,15,5,0,Intel Core i5,16, DDR5 ,512,1,Windows 11,0,12 Gen,Large,15.6
28490,49990,4.4,0.19,HP,15,5,0,Intel Core i5,16, DDR4 ,0,1,Windows 11,0,12 Gen,Large,15.6
28490,49990,4.4,0.19,HP,15,5,0,Intel Core i5,16, DDR4 ,512,1,Windows 11,0,11 Gen,Large,16.0
28490,49990,4.4,0.19,HP,15,5,0,AMD Ryzen 7,4, DDR5 ,512,1,Windows 11,0,10 Gen,Large,15.6
28490,49990,4.4,0.19,HP,15,5,1,Intel Core Ultra,16, LPDDR5X ,0,1,Windows 11,0,10 Gen,Medium,14.0
28490,49990,4.4,0.19,HP,15,5,0,AMD Ryzen 7,16, DDR4 ,512,1,Windows 11,1,10 Gen,Medium,14.0
28490,49990,4.4,0.19,HP,15,5,0,AMD Ryzen 3,8, DDR4 ,512,1,Windows 11,0,10 Gen,Medium,14.0
28490,49990,4.4,0.19,HP,15,5,0,Intel Core i5,8, DDR4 ,512,1,Windows 11,0,11 Gen,Large,15.6
28490,49990,4.4,0.19,HP,15,5,0,Intel Core i5,16, DDR5 ,512,1,Windows 11,0,11 Gen,Medium,15.6
28490,49990,4.4,0.19,HP,15,5,0,Intel Core Ultra,16, LPDDR5X ,0,1,Windows 11,0,10 Gen,Large,16.0
28490,49990,4.4,0.19,HP,15,5,0,Other Intel processors,4, DDR4 ,0,1,Windows 11,1,10 Gen,Large,15.6
28490,49990,4.4,0.19,HP,15,5,0,AMD Ryzen 5,16, DDR4 ,512,1,Windows 11,0,10 Gen,Medium,15.0
28490,49990,4.4,0.19,HP,15,5,0,Intel Core Ultra,16, LPDDR5X ,0,1,Windows 11,0,10 Gen,Medium,14.0
28490,49990,4.4,0.19,HP,15,5,0,Intel Core i7,16, DDR5 ,512,1,Windows 11,0,11 Gen,Medium,14.0
28490,49990,4.4,0.19,HP,15,5,0,Intel Core i7,16, DDR5 ,0,1,Windows 11,0,14 Gen,Large,16.0
28490,49990,4.4,0.19,HP,15,5,0,Other Intel processors,4, LPDDR4X ,0,1,other,0,10 Gen,Medium,0.0
28490,49990,4.4,0.19,HP,15,5,0,Intel Core i7,16, DDR4 ,512,2,Windows 11,0,12 Gen,Large,15.6
28490,49990,4.4,0.19,HP,15,5,0,AMD Ryzen 3,8, DDR4 ,512,1,Windows 11,1,10 Gen,Large,15.6
65330,99990,3.9,0.34,Lenovo,35,2,0,Others,0,LPDDR4X,0,1,other,0,10 Gen,Medium,0.0
65330,99990,3.9,0.34,Lenovo,35,2,0,Intel Core i5,16, DDR5 ,512,1,Windows 11,0,12 Gen,Large,15.6
65330,99990,3.9,0.34,Lenovo,35,2,0,AMD Ryzen 7,16, DDR4 ,512,1,Windows 11,0,10 Gen,Large,15.6
65330,99990,3.9,0.34,Lenovo,35,2,0,Other Intel processors,4, DDR4 ,256,1,Windows 11,1,10 Gen,Medium,14.0
65330,99990,3.9,0.34,Lenovo,35,2,0,AMD Ryzen 7,4, DDR5 ,512,1,Windows 11,0,10 Gen,Large,15.6
65330,99990,3.9,0.34,Lenovo,35,2,1,Intel Core Ultra,16, LPDDR5X ,0,1,Windows 11,0,10 Gen,Medium,14.0
65330,99990,3.9,0.34,Lenovo,35,2,0,Intel Core i7,32, DDR5 ,0,2,Windows 11,0,14 Gen,Large,16.0
65330,99990,3.9,0.34,Lenovo,35,2,0,Intel Core i5,16, LPDDR5 ,512,1,Windows 11,0,11 Gen,Large,15.6
65330,99990,3.9,0.34,Lenovo,35,2,0,Intel Core i3,4, DDR4 ,0,1,other,1,10 Gen,Medium,15.0
65330,99990,3.9,0.34,Lenovo,35,2,0,Intel Core i3,8, DDR4 ,256,1,Windows 10,0,11 Gen,Medium,14.0
65330,99990,3.9,0.34,Lenovo,35,2,0,Intel Core i5,16, DDR5 ,512,1,Windows 11,0,11 Gen,Medium,15.6
65330,99990,3.9,0.34,Lenovo,35,2,0,Intel Core Ultra,16, LPDDR5X ,0,1,Windows 11,0,10 Gen,Large,16.0
65330,99990,3.9,0.34,Lenovo,35,2,0,AMD Ryzen 7,16, DDR4 ,512,1,Windows 11,1,10 Gen,Large,15.6
65330,99990,3.9,0.34,Lenovo,35,2,1,Others,16, DDR5 ,0,1,Windows 11,0,10 Gen,Large,16.0
65330,99990,3.9,0.34,Lenovo,35,2,0,Intel Core Ultra,16, LPDDR5X ,0,1,Windows 11,0,10 Gen,Medium,14.0
65330,99990,3.9,0.34,Lenovo,35,2,0,Intel Core i7,16, DDR5 ,512,1,Windows 11,0,11 Gen,Medium,14.0
65330,99990,3.9,0.34,Lenovo,35,2,0,Other Intel processors,8, DDR4 ,512,1,Windows 11,0,10 Gen,Large,15.6
65330,99990,3.9,0.34,Lenovo,35,2,0,Others,0,,0,1,other,0,10 Gen,Medium,0.0
65330,99990,3.9,0.34,Lenovo,35,2,0,AMD Ryzen 5,8, DDR5 ,512,1,Windows 11,1,10 Gen,Large,16.1
65330,99990,3.9,0.34,Lenovo,35,2,0,Intel Core i3,8, DDR4 ,512,1,Windows 11,0,12 Gen,Medium,14.0
65330,99990,3.9,0.34,Lenovo,35,2,0,Intel Core i5,16, LPDDR5X ,0,1,Windows 11,0,11 Gen,Medium,14.0
65330,99990,3.9,0.34,Lenovo,35,2,1,Intel Core Ultra,32, LPDDR5X ,0,1,Windows 11,0,10 Gen,Medium,14.0
65330,99990,3.9,0.34,Lenovo,35,2,0,Intel Core i5,8, DDR4 ,512,1,Windows 11,1,11 Gen,Large,15.6
65330,99990,3.9,0.34,Lenovo,35,2,0,Intel Core i7,16, LPDDR5 ,512,1,Windows 11,1,11 Gen,Large,15.6
